"","Brewery_id","Brewery_Name","City","State","Beer_Name","Beer_ID","ABV","IBU","Style","Ounces"
"1812",369,"21st Amendment Brewery","San Francisco"," CA","Hell or High Watermelon Wheat (2009)",802,0.049,17,"Fruit / Vegetable Beer",12
"1813",369,"21st Amendment Brewery","San Francisco"," CA","Bitter American",876,0.044,42,"American Pale Ale (APA)",12
"1814",369,"21st Amendment Brewery","San Francisco"," CA","Hell or High Watermelon Wheat (2009)",801,0.049,17,"Fruit / Vegetable Beer",12
"1815",369,"21st Amendment Brewery","San Francisco"," CA","21st Amendment Watermelon Wheat Beer (2006)",800,0.049,17,"Fruit / Vegetable Beer",12
"1816",369,"21st Amendment Brewery","San Francisco"," CA","Bitter American (2011)",353,0.044,42,"American Pale Ale (APA)",12
"1817",369,"21st Amendment Brewery","San Francisco"," CA","Monk's Blood",11,0.083,35,"Belgian Dark Ale",12
"1818",369,"21st Amendment Brewery","San Francisco"," CA","Fireside Chat",1024,0.079,45,"Winter Warmer",12
"1820",369,"21st Amendment Brewery","San Francisco"," CA","Brew Free! or Die IPA (2008)",797,0.07,70,"American IPA",12
"1821",369,"21st Amendment Brewery","San Francisco"," CA","Hell or High Watermelon Wheat",9,0.049,17,"Fruit / Vegetable Beer",12
"1822",369,"21st Amendment Brewery","San Francisco"," CA","Brew Free! or Die IPA (2009)",796,0.07,70,"American IPA",12
"1823",369,"21st Amendment Brewery","San Francisco"," CA","Fireside Chat (2010)",321,0.079,45,"Winter Warmer",12
"1824",369,"21st Amendment Brewery","San Francisco"," CA","Brew Free! or Die IPA",10,0.07,65,"American IPA",12
"1826",369,"21st Amendment Brewery","San Francisco"," CA","Special Edition: Allies Win The War!",531,0.085,52,"English Strong Ale",12
"1827",369,"21st Amendment Brewery","San Francisco"," CA","Back in Black",173,0.068,65,"American Black Ale",12
"1828",369,"21st Amendment Brewery","San Francisco"," CA","Hop Crisis",432,0.097,94,"American Double / Imperial IPA",12
"1829",369,"21st Amendment Brewery","San Francisco"," CA","Lower De Boom",1036,0.099,92,"American Barleywine",8.4
"1831",369,"21st Amendment Brewery","San Francisco"," CA","21st Amendment IPA (2006)",799,0.07,70,"American IPA",12
"1836",370,"Eddyline Brewery & Restaurant","Buena Vista"," CO","Crank Yanker IPA",1382,0.078,74,"American IPA",16
"1838",370,"Eddyline Brewery & Restaurant","Buena Vista"," CO","Crank Yanker IPA (2011)",395,0.078,74,"American IPA",16
"1842",372,"Sly Fox Brewing Company","Pottstown"," PA","Pikeland Pils",21,0.049,44,"German Pilsener",12
"1843",372,"Sly Fox Brewing Company","Pottstown"," PA","Oktoberfest Lager",166,0.058,25,"Märzen / Oktoberfest",12
"1844",372,"Sly Fox Brewing Company","Pottstown"," PA","113 IPA",24,0.07,113,"American IPA",12
"1845",372,"Sly Fox Brewing Company","Pottstown"," PA","Phoenix Pale Ale",20,0.051,40,"American Pale Ale (APA)",12
"1846",372,"Sly Fox Brewing Company","Pottstown"," PA","Sly Fox Christmas Ale 2013",1588,0.055,16,"Winter Warmer",12
"1847",372,"Sly Fox Brewing Company","Pottstown"," PA","Dunkel Lager",23,0.053,21,"Munich Dunkel Lager",12
"1848",372,"Sly Fox Brewing Company","Pottstown"," PA","Royal Weisse Ale",22,0.056,11,"Hefeweizen",12
"1849",372,"Sly Fox Brewing Company","Pottstown"," PA","Odyssey Imperial IPA",894,0.084,90,"American Double / Imperial IPA",12
"1850",372,"Sly Fox Brewing Company","Pottstown"," PA","Grisette",1363,0.056,25,"Grisette",12
"1851",372,"Sly Fox Brewing Company","Pottstown"," PA","Helles Golden Lager",1123,0.049,18,"Munich Helles Lager",12
"1852",372,"Sly Fox Brewing Company","Pottstown"," PA","Sly Fox Christmas Ale 2012 (2012)",926,0.055,16,"Winter Warmer",12
"1856",375,"Astoria Brewing Company","Astoria"," OR","Trolley Stop Stout",1580,0.057,40,"American Stout",12
"1857",375,"Astoria Brewing Company","Astoria"," OR","Bitter Bitch Imperial IPA",980,0.082,138,"American Double / Imperial IPA",12
"1858",375,"Astoria Brewing Company","Astoria"," OR","Poop Deck Porter",979,0.062,35,"American Porter",12
"1859",375,"Astoria Brewing Company","Astoria"," OR","Old Red Beard Amber Ale",978,0.06,35,"American Amber / Red Ale",12
"1860",376,"Maui Brewing Company","Lahaina"," HI","La Perouse White",547,0.05,12,"Witbier",12
"1863",376,"Maui Brewing Company","Lahaina"," HI","Sobrehumano Palena'ole",690,0.06,24,"American Amber / Red Ale",12
"1864",376,"Maui Brewing Company","Lahaina"," HI","Lahaina Town Brown",1578,0.051,20,"American Brown Ale",12
"1866",376,"Maui Brewing Company","Lahaina"," HI","Flyin' HI.P.Hay",435,0.068,68,"American IPA",12
"1867",376,"Maui Brewing Company","Lahaina"," HI","Mana Wheat",313,0.055,15,"American Pale Wheat Ale",12
"1868",376,"Maui Brewing Company","Lahaina"," HI","Bikini Blonde Lager",33,0.045,18,"Munich Helles Lager",12
"1870",376,"Maui Brewing Company","Lahaina"," HI","Big Swell IPA",31,0.062,65,"American IPA",12
"1871",376,"Maui Brewing Company","Lahaina"," HI","CoCoNut Porter",32,0.057,30,"American Porter",12
"1872",377,"RoughTail Brewing Company","Midwest City"," OK","12th Round",1577,0.076,78,"American Strong Ale",16
"1874",377,"RoughTail Brewing Company","Midwest City"," OK","RoughTail IPA",1576,0.07,80,"American IPA",16
"1875",378,"Lucette Brewing Company","Menominee"," WI","Slow Hand Stout",1571,0.052,29,"American Stout",16
"1879",380,"Grey Sail Brewing of Rhode Island","Westerly"," RI","Leaning Chimney Smoked Porter",984,0.06,34,"American Porter",16
"1880",380,"Grey Sail Brewing of Rhode Island","Westerly"," RI","Hazy Day Belgian-Style Wit",1186,0.04,20,"Witbier",16
"1881",380,"Grey Sail Brewing of Rhode Island","Westerly"," RI","Flagship Ale",631,0.049,22,"Cream Ale",12
"1884",380,"Grey Sail Brewing of Rhode Island","Westerly"," RI","Flying Jenny Extra Pale Ale (2012)",693,0.06,54,"American Pale Ale (APA)",12
"1885",380,"Grey Sail Brewing of Rhode Island","Westerly"," RI","Flying Jenny Extra Pale Ale",1505,0.06,54,"American Pale Ale (APA)",12
"1890",381,"Blue Blood Brewing Company","Lincoln"," NE","1327 Pod's ESB",886,0.056,37,"Extra Special / Strong Bitter (ESB)",12
"1895",381,"Blue Blood Brewing Company","Lincoln"," NE","1327 Pod's ESB",612,0.056,37,"Extra Special / Strong Bitter (ESB)",12
"1898",381,"Blue Blood Brewing Company","Lincoln"," NE","1327 Pod's ESB",888,0.056,37,"Extra Special / Strong Bitter (ESB)",12
"1899",381,"Blue Blood Brewing Company","Lincoln"," NE","834 Happy As Ale",611,0.046,35,"American Pale Ale (APA)",12
"1901",383,"Blue Mountain Brewery","Afton"," VA","Steel Wheels ESB",1546,0.065,30,"Extra Special / Strong Bitter (ESB)",12
"1902",383,"Blue Mountain Brewery","Afton"," VA","Blue Mountain Classic Lager",1545,0.053,22,"Euro Pale Lager",12
"1903",383,"Blue Mountain Brewery","Afton"," VA","Full Nelson Pale Ale",1547,0.059,60,"American Pale Ale (APA)",12
"1904",383,"Blue Mountain Brewery","Afton"," VA","Full Nelson Pale Ale (2010)",119,0.059,60,"American Pale Ale (APA)",12
"1905",384,"Starr Hill Brewery","Crozet"," VA","Festie",369,0.048,12,"Märzen / Oktoberfest",12
"1906",384,"Starr Hill Brewery","Crozet"," VA","Northern Lights India Pale Ale",1205,0.065,52,"American IPA",16
"1907",384,"Starr Hill Brewery","Crozet"," VA","Starr Pils",1544,0.042,20,"German Pilsener",12
"1908",384,"Starr Hill Brewery","Crozet"," VA","Northern Lights India Pale Ale",368,0.065,52,"American IPA",12
"1909",385,"Westbrook Brewing Company","Mt. Pleasant"," SC","White Thai",576,0.05,16,"Witbier",12
"1911",385,"Westbrook Brewing Company","Mt. Pleasant"," SC","Westbrook Gose",1312,0.04,5,"Gose",12
"1912",385,"Westbrook Brewing Company","Mt. Pleasant"," SC","Westbrook IPA",575,0.068,65,"American IPA",12
"1915",386,"Shipyard Brewing Company","Portland"," ME","Monkey Fist IPA",1539,0.069,65,"American IPA",12
"1926",388,"Natian Brewery","Portland"," OR","Old Grogham Imperial India Pale Ale (2012)",747,0.085,86,"American Double / Imperial IPA",16
"1928",388,"Natian Brewery","Portland"," OR","Old Grogham Imperial India Pale Ale",1265,0.085,86,"American Double / Imperial IPA",16
"1933",390,"Oskar Blues Brewery (North Carol...","Brevard"," NC","Old Chub",1175,0.08,35,"Scottish Ale",12
"1934",390,"Oskar Blues Brewery (North Carol...","Brevard"," NC","Dale's Pale Ale",1166,0.065,65,"American Pale Ale (APA)",19.2
"1935",390,"Oskar Blues Brewery (North Carol...","Brevard"," NC","Dale's Pale Ale",1065,0.065,65,"American Pale Ale (APA)",12
"1936",390,"Oskar Blues Brewery (North Carol...","Brevard"," NC","Deviant Dale's IPA",1328,0.08,85,"American Double / Imperial IPA",16
"1937",390,"Oskar Blues Brewery (North Carol...","Brevard"," NC","G'KNIGHT",1533,0.087,85,"American Double / Imperial IPA",12
"1938",390,"Oskar Blues Brewery (North Carol...","Brevard"," NC","Ten Fidy",1532,0.099,98,"Russian Imperial Stout",12
"1944",392,"Breckenridge Brewery","Denver"," CO","Avalanche Ale",83,0.054,19,"American Amber / Red Ale",12
"1945",392,"Breckenridge Brewery","Denver"," CO","Lucky U IPA",193,0.062,68,"American IPA",12
"1946",392,"Breckenridge Brewery","Denver"," CO","SummerBright Ale",397,0.045,15,"American Pale Wheat Ale",12
"1947",392,"Breckenridge Brewery","Denver"," CO","Agave Wheat",1522,0.042,9,"American Pale Wheat Ale",12
"1951",393,"Santa Fe Brewing Company","Santa Fe"," NM","Saison 88",1519,0.055,30,"Saison / Farmhouse Ale",12
"1953",393,"Santa Fe Brewing Company","Santa Fe"," NM","Black IPA",967,0.071,95,"American Black Ale",12
"1955",394,"Miami Brewing Company","Miami"," FL","Gator Tail Brown Ale",1507,0.053,30,"American Brown Ale",12
"1956",394,"Miami Brewing Company","Miami"," FL","Big Rod Coconut Ale",1325,0.053,16,"American Blonde Ale",12
"1957",394,"Miami Brewing Company","Miami"," FL","Shark Bait",1508,0.053,11,"Fruit / Vegetable Beer",12
"1958",394,"Miami Brewing Company","Miami"," FL","Miami Vice IPA",1506,0.071,62,"American IPA",12
"1964",396,"Hops & Grain Brewery","Austin"," TX","Pale Dog",501,0.06,50,"American Pale Ale (APA)",12
"1965",396,"Hops & Grain Brewery","Austin"," TX","Alteration",502,0.051,40,"Altbier",12
"1967",398,"Ruhstaller Beer Company","Sacramento"," CA","1881 California Red",1479,0.056,35,"American Amber / Red Ale",12
"1968",398,"Ruhstaller Beer Company","Sacramento"," CA","CAPT Black IPA",1478,0.073,55,"American Black Ale",12
"1969",398,"Ruhstaller Beer Company","Sacramento"," CA","Ruhstaller's Gilt Edge Lager Beer",1370,0.048,42,"American Amber / Red Lager",12
"1970",398,"Ruhstaller Beer Company","Sacramento"," CA","1881 California Red Ale",882,0.056,35,"American Amber / Red Ale",16
"1971",398,"Ruhstaller Beer Company","Sacramento"," CA","CAPT Black IPA",883,0.073,55,"American Black Ale",16
"1972",399,"Saugatuck Brewing Company","Douglas"," MI","Oval Beach Blonde Ale",1477,0.05,11,"American Blonde Ale",16
"1979",402,"Amnesia Brewing Company","Washougal"," WA","Desolation IPA",837,0.062,43,"American IPA",16
"1982",403,"Wolverine State Brewing Company","Ann Arbor"," MI","Wolverine Premium Lager",1468,0.047,15,"American Pale Lager",12
"1986",406,"Fate Brewing Company","Boulder"," CO","Moirai India Pale Ale",1451,0.07,70,"American IPA",16
"1987",406,"Fate Brewing Company","Boulder"," CO","Sudice American Stout",1455,0.07,58,"American Stout",16
"1988",406,"Fate Brewing Company","Boulder"," CO","Parcae Belgian Style Pale Ale",1454,0.05,20,"Belgian Pale Ale",16
"1989",406,"Fate Brewing Company","Boulder"," CO","Laimas Kölsch Style Ale",1452,0.05,20,"Kölsch",16
"1990",406,"Fate Brewing Company","Boulder"," CO","Norns Roggenbier",1453,0.05,20,"Roggenbier",16
"1998",411,"New England Brewing Company","Woodbridge"," CT","Gandhi-Bot Double IPA (12 oz.)",320,0.088,85,"American Double / Imperial IPA",12
"2000",411,"New England Brewing Company","Woodbridge"," CT","Gandhi-Bot Double IPA (16 oz.) (2010)",42,0.088,85,"American Double / Imperial IPA",16
"2005",411,"New England Brewing Company","Woodbridge"," CT","Weiss Trash Culture",1417,0.034,6,"Berliner Weissbier",12
"2011",413,"Straight to Ale","Huntsville"," AL","Monkeynaut IPA",637,0.072,70,"American IPA",12
"2012",413,"Straight to Ale","Huntsville"," AL","Sand Island Lighthouse",1410,0.051,25,"Kölsch",12
"2013",413,"Straight to Ale","Huntsville"," AL","Lily Flagg Milk Stout",925,0.05,30,"Milk / Sweet Stout",12
"2019",415,"Blue Mountain Brewery","Arrington"," VA","Kölsch 151",1408,0.049,16,"Kölsch",12
"2020",416,"Coastal Empire Beer Company","Savannah"," GA","Savannah Brown Ale",1406,0.062,55,"American Brown Ale",12
"2021",416,"Coastal Empire Beer Company","Savannah"," GA","Tybee Island Blonde",1407,0.047,17,"American Blonde Ale",12
"2024",418,"Boulder Beer Company","Boulder"," CO","Hazed & Infused (2010)",81,0.049,35,"American Pale Ale (APA)",12
"2025",418,"Boulder Beer Company","Boulder"," CO","Hazed & Infused",1395,0.049,35,"American Pale Ale (APA)",12
"2026",418,"Boulder Beer Company","Boulder"," CO","Hoopla Pale Ale",808,0.057,35,"American Pale Ale (APA)",12
"2027",419,"Coalition Brewing Company","Portland"," OR","Cascadian Dark Ale",1393,0.06,75,"American Black Ale",12
"2028",419,"Coalition Brewing Company","Portland"," OR","Wheat the People",893,0.044,13,"American Pale Wheat Ale",16
"2029",420,"Sanitas Brewing Company","Boulder"," CO","Sanitas Black IPA",1391,0.068,65,"American Black Ale",12
"2030",420,"Sanitas Brewing Company","Boulder"," CO","Sanitas Saison Ale",1392,0.058,20,"Saison / Farmhouse Ale",12
"2031",421,"Gore Range Brewery","Edwards"," CO","Beaver Logger",1383,0.052,19,"American Pale Lager",12
"2037",424,"Hess Brewing Company","San Diego"," CA","Ex Umbris Rye Imperial Stout",904,0.099,85,"American Double / Imperial Stout",16
"2038",424,"Hess Brewing Company","San Diego"," CA","Grazias",1351,0.063,30,"Cream Ale",16
"2039",424,"Hess Brewing Company","San Diego"," CA","Habitus IPA",1346,0.08,86,"American IPA",16
"2046",425,"Wynkoop Brewing Company","Denver"," CO","Silverback Pale Ale",145,0.055,40,"American Pale Ale (APA)",12
"2048",425,"Wynkoop Brewing Company","Denver"," CO","Belgorado",928,0.067,45,"Belgian IPA",12
"2051",427,"Armadillo Ale Works","Denton"," TX","Quakertown Stout",1333,0.092,50,"American Double / Imperial Stout",12
"2052",427,"Armadillo Ale Works","Denton"," TX","Greenbelt Farmhouse Ale",1332,0.051,20,"Saison / Farmhouse Ale",12
"2054",429,"Schlafly Brewing Company","Saint Louis"," MO","Schlafly Summer Lager",53,0.045,17,"Munich Helles Lager",12
"2056",429,"Schlafly Brewing Company","Saint Louis"," MO","Schlafly American Brown Ale",1077,0.05,30,"American Brown Ale",12
"2057",429,"Schlafly Brewing Company","Saint Louis"," MO","Schlafly IPA",1078,0.045,30,"American IPA",12
"2058",429,"Schlafly Brewing Company","Saint Louis"," MO","Schlafly Hefeweizen",588,0.041,16,"Hefeweizen",12
"2059",429,"Schlafly Brewing Company","Saint Louis"," MO","Schlafly Yakima Wheat Ale",1324,0.05,45,"American Pale Wheat Ale",12
"2060",430,"Asher Brewing Company","Boulder"," CO","Green Bullet Organic India Pale Ale",1322,0.07,45,"American IPA",16
"2061",431,"Lost Rhino Brewing Company","Ashburn"," VA","Face Plant IPA",1309,0.062,65,"American IPA",12
"2062",431,"Lost Rhino Brewing Company","Ashburn"," VA","Rhino Chasers Pilsner",1308,0.056,55,"Czech Pilsener",12
"2067",433,"Seabright Brewery","Santa Cruz"," CA","Blur India Pale Ale",1302,0.074,60,"American IPA",12
"2068",434,"French Broad Brewery","Asheville"," NC","Gateway Kolsch Style Ale",1300,0.053,32,"Kölsch",12
"2069",434,"French Broad Brewery","Asheville"," NC","13 Rebels ESB",1259,0.052,42,"Extra Special / Strong Bitter (ESB)",12
"2070",434,"French Broad Brewery","Asheville"," NC","Wee-Heavy-Er Scotch Ale",1260,0.07,24,"Scotch Ale / Wee Heavy",12
"2079",437,"Southern Oregon Brewing Company","Medford"," OR","Nice Rack IPA",1282,0.055,65,"American IPA",16
"2080",437,"Southern Oregon Brewing Company","Medford"," OR","Na Zdraví Pilsner",1283,0.048,32,"Czech Pilsener",16
"2081",438,"Brooklyn Brewery","Brooklyn"," NY","East India Pale Ale",566,0.068,47,"English India Pale Ale (IPA)",12
"2083",438,"Brooklyn Brewery","Brooklyn"," NY","East India Pale Ale",1279,0.068,47,"English India Pale Ale (IPA)",16
"2090",440,"Kona Brewing Company","Kona"," HI","Longboard Island Lager",1220,0.046,18,"American Amber / Red Lager",16
"2091",440,"Kona Brewing Company","Kona"," HI","Longboard Island Lager",1274,0.046,18,"American Amber / Red Lager",24
"2092",440,"Kona Brewing Company","Kona"," HI","Longboard Island Lager",590,0.046,18,"American Amber / Red Lager",12
"2093",440,"Kona Brewing Company","Kona"," HI","Longboard Island Lager",1070,0.046,18,"American Amber / Red Lager",12
"2097",442,"Pateros Creek Brewing Company","Fort Collins"," CO","Stimulator Pale Ale",697,0.053,48,"American Pale Ale (APA)",16
"2098",442,"Pateros Creek Brewing Company","Fort Collins"," CO","Rustic Red",1268,0.052,23,"Irish Red Ale",16
"2099",442,"Pateros Creek Brewing Company","Fort Collins"," CO","Old Town Ale",696,0.045,22,"Kölsch",16
"2100",442,"Pateros Creek Brewing Company","Fort Collins"," CO","Cache La Porter",694,0.05,24,"American Porter",16
"2101",442,"Pateros Creek Brewing Company","Fort Collins"," CO","Car 21",695,0.044,28,"English Bitter",16
"2102",443,"O'Fallon Brewery","O'Fallon"," MO","O'Fallon Wheach",128,0.051,7,"Fruit / Vegetable Beer",12
"2104",443,"O'Fallon Brewery","O'Fallon"," MO","5 Day IPA",1258,0.061,66,"American IPA",12
"2107",445,"Big Wood Brewery","Vadnais Heights"," MN","Bad Axe Imperial IPA",1255,0.098,76,"American Double / Imperial IPA",16
"2108",445,"Big Wood Brewery","Vadnais Heights"," MN","Jack Pine Savage",1257,0.053,43,"American Pale Ale (APA)",16
"2109",445,"Big Wood Brewery","Vadnais Heights"," MN","Morning Wood",986,0.055,35,"Oatmeal Stout",16
"2110",445,"Big Wood Brewery","Vadnais Heights"," MN","Forest Fire Imperial Smoked Rye",1256,0.099,85,"Rye Beer",16
"2111",445,"Big Wood Brewery","Vadnais Heights"," MN","Bark Bite IPA",985,0.066,50,"American IPA",16
"2116",448,"Swamp Head Brewery","Gainesville"," FL","Cotton Mouth",1241,0.05,10,"Witbier",12
"2117",448,"Swamp Head Brewery","Gainesville"," FL","Stump Knocker Pale Ale",1240,0.056,35,"American Pale Ale (APA)",12
"2118",448,"Swamp Head Brewery","Gainesville"," FL","Midnight Oil",1239,0.05,38,"Oatmeal Stout",12
"2119",448,"Swamp Head Brewery","Gainesville"," FL","Big Nose",1242,0.073,50,"American IPA",12
"2120",448,"Swamp Head Brewery","Gainesville"," FL","Wild Night",1238,0.059,18,"Cream Ale",12
"2121",449,"Mavericks Beer Company","Half Moon Bay"," CA","Pit Stop Chocolate Porter",1237,0.037,34,"American Porter",12
"2122",449,"Mavericks Beer Company","Half Moon Bay"," CA","Back in the Saddle Rye Pale Ale",1047,0.037,53,"American Pale Ale (APA)",12
"2123",449,"Mavericks Beer Company","Half Moon Bay"," CA","Pace Setter Belgian Style Wit",1236,0.037,21,"Witbier",12
"2124",450,"TailGate Beer","San Diego"," CA","Dodgy Knight Imperial IPA",1229,0.08,95,"American Double / Imperial IPA",12
"2126",450,"TailGate Beer","San Diego"," CA","TailGate Hefeweizen",623,0.049,28,"Hefeweizen",24
"2127",450,"TailGate Beer","San Diego"," CA","TailGate IPA",663,0.05,44,"American IPA",24
"2128",450,"TailGate Beer","San Diego"," CA","TailGate IPA",662,0.05,44,"American IPA",12
"2129",450,"TailGate Beer","San Diego"," CA","Blacktop Blonde",622,0.05,19,"American Blonde Ale",24
"2130",450,"TailGate Beer","San Diego"," CA","Blacktop Blonde",362,0.05,19,"American Blonde Ale",12
"2131",450,"TailGate Beer","San Diego"," CA","TailGate Hefeweizen",361,0.049,28,"Hefeweizen",12
"2132",451,"Northwest Brewing Company","Pacific"," WA","Three Skulls Ale Pale Ale",1226,0.063,42,"American Pale Ale (APA)",16
"2138",454,"Denali Brewing Company","Talkeetna"," AK","Single Engine Red",929,0.058,46,"Irish Red Ale",12
"2139",454,"Denali Brewing Company","Talkeetna"," AK","Chuli Stout",1213,0.059,55,"Irish Dry Stout",12
"2140",454,"Denali Brewing Company","Talkeetna"," AK","Mother Ale",1159,0.056,46,"American Blonde Ale",12
"2141",454,"Denali Brewing Company","Talkeetna"," AK","Twister Creek India Pale Ale",947,0.065,71,"American IPA",12
"2142",455,"Deschutes Brewery","Bend"," OR","Mirror Pond Pale Ale",1210,0.05,40,"American Pale Ale (APA)",12
"2148",458,"The Black Tooth Brewing Company","Sheridan"," WY","Wagon Box Wheat Beer",1197,0.059,15,"American Pale Wheat Ale",12
"2149",458,"The Black Tooth Brewing Company","Sheridan"," WY","Saddle Bronc Brown Ale (2013)",1198,0.048,16,"English Brown Ale",12
"2150",458,"The Black Tooth Brewing Company","Sheridan"," WY","Indian Paintbrush IPA",1199,0.07,75,"American IPA",12
"2151",458,"The Black Tooth Brewing Company","Sheridan"," WY","Bomber Mountain Amber Ale (2013)",1200,0.046,20,"American Amber / Red Ale",12
"2153",459,"Kenai River Brewing Company","Soldotna"," AK","Peninsula Brewers Reserve (PBR)",1187,0.05,15,"American Blonde Ale",12
"2158",461,"Fremont Brewing Company","Seattle"," WA","Fremont Summer Ale",875,0.065,45,"American Pale Ale (APA)",12
"2159",461,"Fremont Brewing Company","Seattle"," WA","Harvest Ale",901,0.065,35,"Saison / Farmhouse Ale",12
"2161",461,"Fremont Brewing Company","Seattle"," WA","Universale Pale Ale",858,0.056,30,"American Pale Ale (APA)",12
"2164",461,"Fremont Brewing Company","Seattle"," WA","Interurban IPA",857,0.065,80,"American IPA",12
"2165",462,"Armstrong Brewing Company","South San Francisco"," CA","Mo's Gose",1172,0.052,10,"Gose",16
"2166",463,"AC Golden Brewing Company","Golden"," CO","Colorado Native",1165,0.055,26,"American Amber / Red Lager",12
"2167",463,"AC Golden Brewing Company","Golden"," CO","Colorado Native (2011)",431,0.055,26,"American Amber / Red Lager",12
"2173",465,"Good Life Brewing Company","Bend"," OR","Descender IPA",1109,0.07,70,"American IPA",12
"2174",465,"Good Life Brewing Company","Bend"," OR","Sweet As Pacific Ale",1108,0.06,18,"American Pale Wheat Ale",12
"2176",467,"Green Room Brewing","Jacksonville"," FL","Pablo Beach Pale Ale",1106,0.05,30,"American Pale Ale (APA)",12
"2180",470,"Terrapin Brewing Company","Athens"," GA","RecreationAle",1082,0.047,42,"American Pale Ale (APA)",12
"2188",472,"Okoboji Brewing Company","Spirit Lake"," IA","Boji Beach Golden Rye Ale",600,0.05,23,"Rye Beer",16
"2189",472,"Okoboji Brewing Company","Spirit Lake"," IA","33 Select Brown Ale",1058,0.065,26,"American Brown Ale",16
"2190",472,"Okoboji Brewing Company","Spirit Lake"," IA","Midwest Charm Farmhouse Ale",603,0.06,29,"Saison / Farmhouse Ale",16
"2191",472,"Okoboji Brewing Company","Spirit Lake"," IA","Boji Blue Pale Ale",602,0.05,45,"American Pale Ale (APA)",16
"2192",472,"Okoboji Brewing Company","Spirit Lake"," IA","The Hole in Hadrian's Wall",1059,0.095,19,"Scottish Ale",16
"2193",472,"Okoboji Brewing Company","Spirit Lake"," IA","Winter Games Select #32 Stout",601,0.057,26,"American Stout",16
"2194",473,"Crystal Springs Brewing Company","Boulder"," CO","Summertime Ale",681,0.052,23,"Kölsch",16
"2195",473,"Crystal Springs Brewing Company","Boulder"," CO","South Ridge Amber Ale",1057,0.06,31,"American Amber / Red Ale",16
"2199",476,"Red Hare Brewing Company","Marietta"," GA","Watership Brown Ale",1021,0.072,55,"American Brown Ale",12
"2201",476,"Red Hare Brewing Company","Marietta"," GA","Gangway IPA",938,0.062,55,"American IPA",12
"2202",477,"Hangar 24 Craft Brewery","Redlands"," CA","Hangar 24 Helles Lager",1015,0.043,14,"Munich Helles Lager",12
"2203",477,"Hangar 24 Craft Brewery","Redlands"," CA","Orange Wheat",1016,0.046,17,"Fruit / Vegetable Beer",12
"2207",479,"Good People Brewing Company","Birmingham"," AL","Snake Handler Double IPA",312,0.093,103,"American Double / Imperial IPA",12
"2208",479,"Good People Brewing Company","Birmingham"," AL","Good People Pale Ale",1000,0.056,36,"American Pale Ale (APA)",12
"2209",479,"Good People Brewing Company","Birmingham"," AL","Good People IPA",309,0.06,64,"American IPA",12
"2210",479,"Good People Brewing Company","Birmingham"," AL","Good People American Brown Ale",308,0.058,36,"American Brown Ale",12
"2211",479,"Good People Brewing Company","Birmingham"," AL","Coffee Oatmeal Stout",311,0.06,54,"Oatmeal Stout",12
"2212",480,"Heavy Seas Beer","Halethorpe"," MD","AARGHtoberfest!",989,0.06,30,"Märzen / Oktoberfest",12
"2214",480,"Heavy Seas Beer","Halethorpe"," MD","Loose Cannon",990,0.072,45,"American IPA",12
"2218",482,"7 Seas Brewing Company","Gig Harbor"," WA","Rude Parrot IPA",972,0.059,75,"American IPA",16
"2219",482,"7 Seas Brewing Company","Gig Harbor"," WA","Ballz Deep Double IPA",47,0.084,82,"American Double / Imperial IPA",16
"2220",482,"7 Seas Brewing Company","Gig Harbor"," WA","British Pale Ale (2010)",866,0.054,30,"English Pale Ale",16
"2221",482,"7 Seas Brewing Company","Gig Harbor"," WA","British Pale Ale",48,0.054,30,"English Pale Ale",16
"2222",483,"Confluence Brewing Company","Des Moines"," IA","Des Moines IPA",970,0.068,75,"American IPA",16
"2223",483,"Confluence Brewing Company","Des Moines"," IA","Farmer John's Multi-Grain Ale",968,0.056,21,"American Blonde Ale",16
"2224",483,"Confluence Brewing Company","Des Moines"," IA","Capital Gold Golden Lager",969,0.048,22,"German Pilsener",16
"2225",484,"Bale Breaker Brewing Company","Yakima"," WA","Topcutter India Pale Ale",966,0.068,70,"American IPA",12
"2226",484,"Bale Breaker Brewing Company","Yakima"," WA","Field 41 Pale Ale",965,0.044,38,"American Pale Ale (APA)",12
"2229",486,"MacTarnahans Brewing Company","Portland"," OR","Mac's Scottish Style Amber Ale (2000)",961,0.051,32,"American Amber / Red Ale",12
"2230",487,"Stillmank Beer Company","Green Bay"," WI","Wisco Disco",953,0.051,31,"American Amber / Red Ale",16
"2231",488,"Redhook Brewery","Woodinville"," WA","Long Hammer IPA",945,0.065,44,"American IPA",16
"2232",488,"Redhook Brewery","Woodinville"," WA","Long Hammer IPA",583,0.065,44,"American IPA",12
"2233",488,"Redhook Brewery","Woodinville"," WA","Copper Hook (2011)",339,0.058,27,"American Amber / Red Ale",12
"2235",490,"Blue Point Brewing Company","Patchogue"," NY","Blue Point Summer Ale",667,0.044,16,"American Blonde Ale",12
"2236",490,"Blue Point Brewing Company","Patchogue"," NY","Toasted Lager",665,0.055,28,"Vienna Lager",12
"2237",490,"Blue Point Brewing Company","Patchogue"," NY","Blue Point White IPA",692,0.06,40,"American White IPA",12
"2240",491,"Tampa Bay Brewing Company","Tampa"," FL","Old Elephant Foot IPA",544,0.07,80,"American IPA",16
"2241",492,"Devil's Canyon Brewery","Belmont"," CA","Deadicated Amber",924,0.054,27,"American Amber / Red Ale",16
